accuracy,n_estimators,max_depth,max_feature,min_samples_split,min_samples_leaf,n_comp,dim_red,scaler
0.5785899427549956,317,19,27,15,13,4,pca,rb
0.542716264816667,196,28,18,40,48,5,ica,norm
0.5319354770062352,432,5,13,26,50,6,pca,norm
0.5567193717945991,493,28,18,26,25,5,pca,rb
0.5231827371198741,54,14,26,10,29,9,ica,pt
0.5753854993509395,337,13,26,21,16,15,ica,mx
0.5876325253771999,245,11,17,28,10,20,pca,std
0.5730505841544126,478,7,26,26,13,10,ica,mx
0.5724726011363878,413,30,11,46,13,13,ica,std
0.5663395118214127,48,27,23,22,21,10,ica,rb
0.5173492796492946,354,24,19,49,50,19,ica,pt
0.5520478389478836,387,12,21,34,6,11,ica,pt
0.5812147006873657,209,28,12,6,15,20,ica,rb
0.5424319550552233,472,21,2,21,44,17,ica,mx
0.5476776403992254,194,12,13,14,46,12,ica,mx
0.5540912089549063,146,23,13,50,33,16,pca,mx
0.5153016535081185,84,15,26,26,28,19,ica,pt
0.5333876699793577,300,28,2,11,41,18,ica,norm
0.5864603860313677,411,20,15,35,5,2,pca,std
0.5383494711753315,130,19,6,27,33,8,pca,norm
0.5570083633036114,106,14,23,27,28,10,ica,norm
0.6109603966717031,256,25,25,15,3,14,pca,rb
0.5476801940797174,281,20,3,40,40,19,ica,rb
0.4832274265284842,114,4,1,47,1,18,ica,rb
0.5514694303164436,353,15,23,19,39,19,pca,mx
0.5269719733566002,453,18,25,11,41,9,ica,pt
0.5765469983613883,166,12,9,47,1,7,pca,pt
0.564886042008044,143,22,13,35,24,4,pca,mx
0.5462190632248729,135,15,18,26,19,10,ica,pt
0.5505913898406077,126,6,27,5,13,13,ica,norm
0.5567206486348449,178,17,11,5,33,10,ica,std
0.5001408780404758,454,2,11,42,4,10,ica,norm
0.559928922559639,72,6,24,11,20,19,pca,mx
0.5564274009916792,388,12,20,27,35,17,ica,mx
0.5695494881998681,24,10,26,44,5,14,pca,mx
0.5123942882679663,349,3,21,21,12,18,pca,norm
0.630207912153391,218,29,13,3,4,2,ica,std
0.6109603966717031,256,25,25,15,3,14,pca,rb
0.5876325253771999,245,11,17,28,10,20,pca,std
0.5864603860313677,411,20,15,35,5,2,pca,std
0.5791747355876657,209,28,12,6,15,20,ica,rb
0.5785899427549956,317,19,27,15,13,4,pca,rb
0.5765469983613883,166,12,9,47,1,7,pca,pt
0.5791730331340044,337,13,26,21,16,15,ica,mx
0.574218041752676,115,13,25,5,15,16,pca,rb
0.5724713242961418,478,7,26,26,13,10,ica,mx
0.5707212019322849,413,30,11,46,13,13,ica,std
0.5695494881998681,24,10,26,44,5,14,pca,mx
0.561095528931072,39,26,12,18,26,15,ica,mx
0.6182524313166351,218,29,13,3,4,2,ica,std
0.6109603966717031,256,25,25,15,3,14,pca,rb
0.5876325253771999,245,11,17,28,10,20,pca,std
0.5864603860313677,411,20,15,35,5,2,pca,std
0.629629503521951,218,29,13,3,4,2,ica,std
0.5724683450022344,59,18,3,20,14,10,pca,pt
0.5395109701857803,94,24,15,43,48,15,pca,rb
0.5202647315443383,400,21,1,16,41,10,pca,norm
0.5304700900172372,396,4,12,8,45,13,pca,pt
0.484685152476006,182,2,25,16,49,12,pca,std
0.5080130237705093,127,6,10,40,31,3,ica,pt
0.5529275818773808,241,25,24,7,30,16,pca,pt
0.5532191270668851,413,12,2,16,22,9,pca,pt
0.5683837330552659,440,25,15,36,22,8,ica,rb
0.5196765338043455,324,30,28,17,37,10,ica,pt
0.5777157327998979,373,12,24,31,13,16,pca,std
0.5663446191823966,488,13,14,42,24,9,ica,rb
0.5208473963099316,467,26,19,14,30,12,ica,pt
0.559633972462812,242,8,13,48,1,13,pca,rb
0.4878959800812922,466,2,29,33,21,9,pca,pt
0.5473869464365517,227,6,15,20,8,6,ica,norm
0.5540929114085676,481,24,11,46,29,3,pca,pt
0.5549692494307421,443,24,26,7,28,13,pca,rb
0.5777157327998979,373,12,24,31,13,16,pca,std
0.5724683450022344,59,18,3,20,14,10,pca,pt
0.5669255814943287,440,25,15,36,22,8,ica,rb
0.564010129599285,488,13,14,42,24,9,ica,rb
0.559633972462812,242,8,13,48,1,13,pca,rb
0.5549692494307421,443,24,26,7,28,13,pca,rb
0.5777157327998979,373,12,24,31,13,16,pca,std
0.5724683450022344,59,18,3,20,14,10,pca,pt
0.5715915813666447,97,20,22,37,14,7,pca,std
0.5535119490966356,448,15,14,49,19,16,pca,norm
0.5465118852546232,433,19,7,26,36,17,ica,norm
0.543008661233002,202,25,9,37,46,19,pca,rb
0.5456351216190335,285,6,19,46,27,8,pca,pt
0.5858853823072503,81,24,21,26,12,7,pca,mx
0.5523389585239726,147,27,15,40,3,7,ica,pt
0.5462216169053649,426,29,16,43,47,2,pca,mx
0.5718861058500564,485,23,1,28,8,12,pca,std
0.5858853823072503,81,24,21,26,12,7,pca,mx
0.5718861058500564,485,23,1,28,8,12,pca,std
0.5715915813666447,97,20,22,37,14,7,pca,std
0.554389563959056,112,9,5,34,31,19,ica,std
0.5438892553893299,68,8,16,28,45,17,ica,mx
0.5648860420080442,69,20,10,40,21,12,ica,norm
0.5322202123810943,429,16,28,48,22,2,ica,pt
0.5126811517099019,308,2,18,43,34,19,ica,std
0.5508863399374349,61,6,29,35,18,12,pca,rb
